,rating,text
954,4.0,"Отличная. Камера, желнзо, сборка, экран, батарея. На 4g терялась связь, переключил на 3g, работает без потери. продавец посоветовал другой вариант, нажатать одновременно на кнопкк влюченияи громкости и потом какую то из них отпустиь...я не замарачивался, так как работает интернет через wi fi роутер за 10000р лучше ничего не купить к китайских... Читать полностью"
955,5.0,"Рекомендую брать, в своей ценовой категории даст фору другим смартфонам, очень понравились возможности 5-ти мегапиксельной селфи камеры,(виртуальная вспышка, селфи в одно касание и съемка по жесту).. Яркий 5.3 дюйма дисплей, удивляет более быстрая реакция дисплея на отклик(как было написано в обзоре благодаря технологии Ин селл тач), приятная выполненная под узор задняя крышка.Даже используется дизайн 2.5 D стекла дисплея(плавные грани экрана). Один из решающих факторов, это поддержка 2-х... Читать полностью. Пока в ходе эксплуатации не выявлены."
956,5.0,"купил дочке телефон , чтоб не очень дорогой, но чтоб хватало на общение с друзьями. Дочь привлекли яркие панели, и скругленные углы, в итоге выбрали эту модель в голубом цвете Аккумулятор в телефоне хороший, на день хватает. камера тоже нормальная, памяти пока тоже хватает,посмотрим что... Читать полностью. Приятный дизайн, небольшой вес. отзывчивый к нажатиям экран. за две недели не нашли"
957,4.0,"Все супер если б не ломался.. Неординарность, удобство, в общем то много плюсов!. Чуть меньше чем через год перестал включаться и сильно грелся. УСПЕЛ!!!!!!!!отдать в ремонт по гарантии, поменяли основную плату. Теперь новый серийный номер самого аппарата. НО СКАЗАЛИ ЧТО СЛУЧАЙ ЧАСТЫЙ И ЭТО БОЛЕЗНЬ...СКОЛЬКО ПРОТЯНЕТ С НОВОЙ ПЛАТОЙ НИКОМУ НЕ ИЗВЕСТНО. но уже 6 месяцев работает и... Читать полностью"
958,4.0,"После Макбука Air купил и телефон. 5 белый 16 гб - в магазине ценник был 20тыс, на авито нашел РСТ бережной эксплуатации за 10тыс. По сути айфон - один из немногих, которые можно смело купить зная когда сколько он будет стоить.  В эксплуатации уже год, но понял что запись разговоров для меня... Читать полностью. Экран, дизайн, удобство пользования, не смотря на год выпуска - адаптивность, LTE. Аккумулятор слабоват, до 5 часов реальной эксплуатации 
Не пишет разговоры"
959,5.0,"Уже два месяца, как купил! Оригинал, Вьетнам. Только хорошие впечатления! S3, S4 по сравнению - ни о чем!...Зависаний, сбоев в работе не было. Аккумулятор - вообще слов нет- !!! Интернет работает любой, но ВСЁ зависит от оператора = покрытия сети. НО с настройками сетей надо ""играть"", если включить... Читать полностью. Быстродействие, процессор (новый, родной, Самсунг), аккумулятор (тем более, съёмный!), камера,.... Нет"
960,5.0,"Телефон супер!!!. Телефоном пользуюсь два года, без нареканий,даже умудрилась утопить,мне его почистили и он заработал, и до сих пор работает шустро, интернет на 5+ , телефон замечательный ни разу не пожалела что его купила!!!!. Минусов нет!!!!"
961,5.0,"Телефон купил за 12 тыс. 
За ту цену он предлагает максимум возможностей. Слабых мест практически нет. Есть малюсенькие придирки к камере. В остальном всё супер.
Если он для вас большой, берите Redmi 3S.
На мой взгляд он идеально сбалансирован. Один из лучших телефонов вообще. Очень мощный, отличная батарея, качественный экран, быстрый сканер. Камера 16 mpx среднего качества. Фотки получаются вполне приличные, а вот качество видео прям не очень. Нету стабилизации, изображение трясётся. Может стороняя программа сможет улучшить качество видеосъёмки."
962,2.0,"Снижайте цену!!!! Может и купят!. Стильный. Быстрая зарядка. Сменный аккумулятор.. Тусклый экран. Батарейки хватает еле, еле до конца рабочего дня. Завышенная цена, как минимум в 2 раза. 32 гига очень мало, при использовании 2-х сим карт."
963,5.0,"Искал смарт. Нужно было: известный бренд, не большой размер, быстрый интернет, и что б был не дорогой. Сравнивали его с другим известным корейцем за те же 5-6 тысяч. Этот выиграл по параметрам и о дизайну.. Не большой размер, полноценный 4G. Яркий экран. 1 Гиг оперативы и 6 андройд из коробки.. Нет в комплекте наушников, хотя это не сильный минус, больше из за вредности пишу."
964,5.0,"Супер. Телефон супер хорошо держит зарядку,не тупит,хорошая камера.у нас их два у меня и у жены. Очень чувствительный дисплей,ну и не очень фото со вспышкой"
965,5.0,"Быстро  работает, яркий дисплей,  размер адекватный. Качественно сделан. Очень бюджетный, эргономичный телефон.  Брала как запасной - осталась довольна. Телефон для общения и выхода в интернет. Все что нужно - есть и пользоваться им приятно. Легкий, тонкий телефон с сочным экраном. 
Приятный интерфейс, порадовала цветопередача.. У камеры невысокое разрешение"
966,5.0,"Нужна была  замена старому смартфону - взяла наудачу. Оказалась приятно удивлена. Несмотря на отечественную сборку, тачскрин летает, батарея держит заряд до пяти дней, хорошо лежит в руке. Начинка оптимальная.. огромная батарея которая работает действительно долго. Не нашла"
967,5.0,"В принципе за свою цену отличный смартфон. Телефон, смс, музыка, интернет, навигатор, карты, общественный транспорт, иногда скайп. И он эти запросы покрывает. Взяла для мамы - она довольна. Начинка не перегружена, большой экран, низкая цена.  Хороший выбор для тех, кому нужен телефон для... Читать полностью. яркий, красивый, удобный и недорогой. нет"
968,5.0,"Прекрасная модель для работы,удобен,практичен.. Встроенная антена,МП3плеер,2сим.карты. Не хватает фонарика"
969,5.0,"Пользуюсь смартфоном чуть менее месяца. В своей ценовой категории аппарат более чем достойный. Если же требования к функционалу смартфона у вас завышены, то, и искать его, как я полагаю, надо в другом ценовом сегменте. Смартфон соответствует всем заявленным требованиям: качественная сборка,... Читать полностью"
970,4.0,"В целом телефон хороший, но очень долго заряжается. Иногда виснет. Один раз завис так, что пришлось ждать когда сядет батарея. Отключаться не хотел, а разбирать нельзя."
971,5.0,"По своему внешнему виду смартфон LG L90 очень прост и незатейлив,но характеристиками,которыми обладает данный смартфон,дают ему неоспоримые преимущества над ближайшими конкурентами.. отличный дисплей,долгоиграющий аккумулятор емкостью 2540 мА.ч,отличная слышимость музыки при прослушке,так и собеседника при разговоре.. пока, за время эксплуатации смартфона, недостатков не выявил"
972,2.0,"Не очень.... Больше никогда не возьму и не советую брать эту модель. Батарея, долго держит при постоянной работе программы на средней яркости экрана. Тупой, греется когда долго разговариваешь или смотришь видео, кокда экран заляпон плохо или вообще не реагирует на нажатие до этого тел. Был htc такой проблемы не было...."
973,5.0,"Советую купить всем, и дешевле чем в Технодоме или в Сулпаке и д.р.. Во первых меня радует дизайн. похоже на Samsung c6 и s7 . Тонкая рамка стекло горелла глас 4 и сзади и спереди. И конечно качество снимков и качество экрана супер амолед, full hd.  Лежит в руке как влитая, удобно работать одной рукой. Память 16 гб что является нормальным, сам смартфон тянет... Читать полностью. Скользкий а в чехле жалко скрывать красоту этого смартфона."
974,2.0,"Средний телефон не очень удобно пользоваться. Звук в фильмах легко воспринимать тексты

Видео вполне нормально идет. Нельзя клавиатуру и джойстик usb подключать"
975,1.0,"Ожидала другое за такую цену.УЖАСНО!. Все хорошо,но есть одно большое НО. За три часа активной работы садиться телефон"
976,5.0,"Перешел с iPhone. Долгое время считал что лучше яблока ничего нет. Однако постоянное совершенствование ios, не без проблем встававшее на устройства, невозможность (ограниченность) использования программ, несовместимость со средой Windows, заставили посмотреть на сторону. Андроид я не рассматриваю,... Читать полностью. Телефон нравится. Хорошо собран, отличные характеристики. Много современных наворотов. Нормально держит батарея. Очень нравится Windows Mobile.. Я их не нашел."
977,5.0,"Хороший телефон.. За свои деньги отличный вариант.. В обычном рабочем режиме (звонки, ммс, смс, временами просмотр почты, несколько фото и видео) батареи свободно хватает га 2 дня. Так что минусов не вижу."
978,1.0,"Модель никуда не годится! Не покупайте! Выброшенные деньги.... Плюсов кроме цены нет.... Т.к. нет датчика приближения, то во время разговора постоянные сбросы и зависания и отключения"
979,4.0,хорошие. Очень функциональный. До этого был самс а3_16. Мезу Намного лучше любого самсунга. Очень скоро мезу заменит самсунг.. Наличие спец возможностей. Использование экрана в спящем режиме для пробуждения и много другого. Удобный телефон. Одна кнопка как вайфоне 7 очень удобно по бокам пусто не промахиваешься.. батарейки мне хватает в среднем на 2дня хотелось бы помощнее батарейку. Камера слабоватая.
980,3.0,"впечатление двоякое:не смогу расстаться с ним из-за преимуществ,и в то-же время буду испытывать некоторый дискомфорт из-за недостатков.. большой экран,супер стильный дизайн корпуса,отлично лежит в руке,очень красивый.. нет ммс,невозможно поставить на каждого абонента отдельную музыку и фото,фотоальбом не открывается таблицей,каждое фото приходится открывать для просмотра поочередно."
981,3.0,"Данный телефон у жены. Себе бы такой не взял. Лучше доплатить 3000 и взять хороший телефон: 8 ядерный процессор, hd ips, 4100 mah, с хорошей камерой и вспышкой.. Прочный корпус, толстый, удобный. Слезает краска с корпуса, нет вспышки, батарейка слабая, экран не ips, разрешение не hd, постоянно глючит."
982,5.0,"Хороший телефон, приятные впечатления. Очень шустрый телефон. Батареи при активном пользовании хватает на 1- 1,5 сутки"
983,5.0,Всем советую.. Телефон хороший. Прост в обращении. А самое главное крепкий не раз падал с большой высоты на бетон две крышки поменял а телефон работает как новый. Нет
984,5.0,"Дизайн, как оказалось, на много лучше вживую. В руке, как влитой. Это именно то, что давно ждал от Сони. Камера улётная! Снимки получаются шедевральные. Сканер не тупит и быстро срабатывает. Дисплей яркий, на солнце всё видно, не слепнет. Звук в наушниках как всегда у Сони, великолепный. Только... Читать полностью. Дизайн, цвет, удобство, камера, сканер, дисплей, звук и т.д.. Их вообще нет"
985,5.0,"Отлично. Отличный, только необновляйте ПО типить будет пускай остается в стоке. А в общем сейчас на рынке лучший смартфона для повседневной связи нет. Владею им более 2 лет , а зарплата позволяет и яблоко 6s купить без проблем! Удачи. Нет"
986,5.0,".. Очень клевый телефон, я уже пол года пользуюсь не разу не подвёл, жаль что их не выпускают. Минус только один что все считают что для девушек этот телефон"
987,5.0,"Производителя посоветовала подруга, которая уже год как с удовольствием пользуется одной из их моделей. (Хотя купила из любопытства к российской разработке)). У меня свои критерии, главный из который - аккумулятор. По нему и была выбрана именно эта модель. Теперь мой пунктик - впадать в панику,... Читать полностью. Главное и огромное в прямом и в переносном смысле - невероятный аккумулятор в 8000 мАч. При вполне доступной цене. Отдельная от sim ячейка для карты памяти, очень практично. Из двух симок - одна обычная, тоже удобно, поскольку у меня ""родная"" не micro. Кабель для подзарядки другого устройства. Цвета... Читать полностью. Тяжелый, во всяком случае, для женщины."
988,5.0,"Где-то выронила-потеряла свой телефон и срочно нужно было что-то покупать, но недорого. В салоне связи предложили модель российского разработчика. Отличные параметры по отличной цене. Очень довольна.. Цена. Симпатичный дизайн со скругленными краями, причем и стекла тоже. Экран большой 5"", хорошо освещен. Android 6,0. Сеть ловит без проблем. Батареи мне хватает на день, вечером ставлю на зарядку.. Не нахожу пока."
989,5.0,"Ооооооочень впечатлен!!!. Очень понравилась прошивка MIUI 8, настраивается практически все. К плюсам отнесу проц 625 и конечно же ЦЕНАА. Чисто субъективно работа с контактами и камера на четверочку!"
990,5.0,"На старте продаж у модели отличная цена за те функции и возможности, что предоставили в Сони. Много доработали. Много полезного внедрили. Камера стала лучше гораздо и делает отличные снимки. Звук, как всегда, в наушниках безупречный. Отличный дисплей. Сканер ни разу не ошибся при разблокировке.... Читать полностью. Улучшенная камера, музыка, дисплей, классный дизайн, отличный сканер, ПО, энергосберегающий режим, достаточно внутренней памяти и расширение картой памяти огромным объемом.. Их просто нет."
991,5.0,"На моей работе этот аппарат у нескольких товарищей. Некоторые уже купили дочерям, женам. Просто цвета разные покупают, чтобы не путались в семье. Все очень довольны. Спасибо Xiaomi, что позволяет тем, кто не может позволить себе купить смартфон за 60-70 тыс. р, иметь аппарат не хуже и пользоваться... Читать полностью. Пользуюсь четыре месяца. Я в восторге. Запас у смартфона во всём, и в оперативке, и в батарее, и во внутренней памяти, и карту памяти поддерживает до 128 Гб. И камера достаточно хорошая. О чем еще можно мечтать за 10 741 р. Я покупал на Алиэкспресс за 12 700 . И ни разу не пожалел. Ставлю любые... Читать полностью. Не получается пока сделать, чтобы при вызове фото было на весь экран."
992,1.0,"Твердая 5 до обозначенных проблем.. Отличный телефон.. Непредсказуемый bootloop. Заводской брак первых партий, превращавший телефон в кирпич частенько по истечению гарантийного срока. Все кто брал не РСТ всплакнули. И то, что он стоит в РФ от 20тр а на Али 14тр, не гарантирует отсутствие проблем без изучения темы про номера проблемных партий."
993,5.0,"Вполне годный аппарат.. Экран яркий, с хорошим сенсором. Реагирует даже в перчатках. Небольшой расход батареи. За ночь 1-3% при выключенной вафле. А в целом на одной зарядке до двух с половиной дней. Никаких проблем с восстановлением связи после потери (метро), как было на предыдущем аппарате. В работе тоже никаких лагов... Читать полностью. Особо не нашел"
994,4.0,"Очень долго не хотел телефон перепрошиваться, слишком замудрили с папками. Настройка тем телефона тоже оставляет желать лучшего, не предоставляет выбора для сохранения темы в папку, сам сохраняет туда куда считает нужным, а я ищу куда же он сохранил ту или иную картинку, или тему.. Батарея действительно долго держит заряд, 2 дня после того как пришел телефон. После зарядки и интенсивного использования, телефона хватила ровно на сутки, при максимальной яркости экрана, и постоянно включенном интернете.Экран хорошо просматривается с любого угла обзора.  Громкий вызов, звук... Читать полностью. Камера не яркая, все цвета тусклые, фото смазанные на обеих камерах, при этом предыдущий HTC и 5 Iphone, снимают просто шикарно, по сравнению с xiaomi."
995,2.0,"Нет впечатлений теперь. Быстрый,красивый,производительный,камера,просто красавчик)). Через 2 месяца начал выключаться,тормозить тупить греться,скошенные края экрана сделаны специально чтоб защитное стекло авглядело по уродски и аы его не клеили,а по-быстрее расхирячили экран который типа не бьется,отдал в сервис,25 дней ни слуху не духу,вот такое отношения у самсунга к свои клиентам... Читать полностью"
996,5.0,"В целом, один из лучших смартфонов в мире. Возможно самый лучший.. Плюсы очевидны - настоящий флагман.
Давно являюсь поклонником Samsung.
Основной плюс - очень быстрая зарядка. Невероятно быстрая. Иногда необходимо срочно зарядить севший телефон до 1-2%. Буквально 8-10 минут на зарядке и уже 35-40% заряда, которых хватает еще на пол дня.. К сожалению решил пока воздержаться от покупки и остаться на S6, может быть дождаться S8. Не хватает некоторых функций S6 - ИК передатчика для управления быт.техникой. За 1.5 года уже привык что оно есть. А также камера - ожидал от S7 большего. Конечно камера очень хороша. Но у S6 она не хуже, в... Читать полностью"
997,3.0,"Пожалела,что купила и лишний раз убедилась,что sony надежнее,пусть и нагревается от работы.. Характеристики все потрясающие! И внешне очень симпатичный. есть одно НО ,которое всё перечеркивает: экран трескается от малейшего раздражителя. А кому нужна супер камера,память,скорсть на потрескавшемся экране."
998,2.0,"Резко негативное.. Большой экран, хорошая фронтальная камера.. Зарядки хватает максимум на 1 день (даже при неактивном пользовании), основная камера плохая и при приближении к объекту изображение размывается), глючит(часто сам собой перезагружается, клавиатура не сразу нажимается)."
999,4.0,"Вообщем,если вы купите Lumia 550,то вы поймете,что Windows Mobile намного производительнее андроида. Очень легок в использовании,освоилась с операционнй системой меньше чем за неделю.Очень довольна подарком,пользуюсь три месяца.По правде говоря,не понравился скудный магазин приложений,в чём винда... Читать полностью. Быстрый, простой в использовании смартфон,облачное хранилище. Магазин приложений,интерфейс"
1000,5.0,"Не смотря на минусы аппаратом в целом доволен. Для меня все решил дизайн. Выглядит очень представительно. На стыдно выложить на стол на встрече.. Дизайн
Металлический корпус. Огорчило отсутствие в комплекте зарядки и гарнитуры. 
Не смог купить родную пленку. Купил универсальную. Конечно, обрезал и наклеил кривовато"
1001,4.0,"Хороший телефон, если покупать его именно для  использования в качестве телефона.. Небольшие размеры. Простое удобное меню. Хорошая камера.. Нет вспышки. Оооочень слабенький аккумулятор. Думаю, что в нём нет 1500 мА\час., обещанных производителем. При весьма скромном времени разговоров (5 - 10 минут в сутки) одной зарядки едва хватает на 70 часов."
1002,3.5,"У меня телефон уже три года,на третий год заглючил,пришлось перепрошивать.Но ещё и батарея здохла и её нигде нет в продаже.Контакты сохраняются только в телефот,не на сим карту и звук телефона тихий.. просмотр видео супер с любого ракурса и игры почти все тянет. на третий год заглючил,пришлось перепрошивать.Но ещё и батарея здохла и её нигде нет в продаже.Контакты сохраняются только в телефот,не на сим карту и звук телефона тихий."
1003,2.0,"От того - что относятся к своим постоянным покупателям без уважения(как производители ,так и в фирменном сервис центре) - производя (заранее известно) плохой разъём -для заряда телефона(что-бы он ломался каждые три месяца (а производитель не признаёт свой косяк -по качеству) перестаю пользоваться... Читать полностью. Купил Samsung Galaxy A3 - первые впечатления были хорошие - дизайн +плюс , управление +плюс, фотографии +плюс. Купил Samsung Galaxy A3 - первые впечатления были хорошие, первых дней расстроило ,что батарея держит заряд с утра до 13 00 ! Через три месяца - начала отказывать зарядка ,в фирменном сервис центре - сказали залил жидкостью разъём (чего точно не было!) Позор такой солидной фирме делать разъём для... Читать полностью"
1004,4.0,"В целом аппарат хороший, но я бы себе купил другой, поудобнее в руке и чтобы кнопки было нажимать удобнее, мелковаты (клавиатуры менял). Хотя наверное за эти деньги вполне очень хороший. Стильный дизайн, 4g, упрощенный режим порадовал, в плане интерфейса есть удобные вещи, хотя в самсунге было удобнее отвечать на звонки и отправлять смски. Очень скользкий аппарат, сразу требует покупки бампера или силиконового чехла, иначе очень быстро уроните.
Процессор не очень шустрый, притормаживает. Сенсорная кнопка (свернуть все) иногда срабатывает при неаккуратном нажатии на пробел."
1005,5.0,Менять на что-то другое не хочется.. Волшебная камера!!!. За два года эксплуатации пока не найдено.
1006,5.0,"Пользуюсь больше месяца. Пришла, увидела, купила )))) Цена - вкусняшка ))) в подарок защитное стекло и силиконовый бампер ))) Из рук выпускать не хочется )))) Смотрится дорого, солидно (взяла в золотом цвете) Не зависает, не лагает, сканер отпечатка пальцев четкий. Удобно разблокировать - просто... Читать полностью. Дизайн, камеры, сканер.. абсолютно все ))). Их нет"
1007,2.0,"Жалею что купила эту модель со стеклянными панеля, не послушала отзывы пользователей. Смартфон нормальный, если бы не стекло.. Красивый внешне.. Стекло на передней и задней панели очень хрупкое. Смартфон скользкий. Без чехла лучше не носить. Читала много отзывов пользователей про эти отрицательные моменты. Сама и вляпалась в эту проблему даже не пользовавшись им!!! Для смартфона купила силиконовый чехол, надела его и положила в дамскую... Читать полностью"
1008,4.0,"Большой, выдающийся аккумулятор стал решающим в выборе модели. Опробовала его на выносливость - ожидание в аэропорту и перелет скрасила просмотром сериала. И по прилету, еще успела добраться до розетки даже с небольшим запасом заряда. Оранжевый корпус радует. Можно было выбрать из трех цветов.. 8000мАч - невероятный аккумулятор. Так же имеем: 5"" большой экран, очень приличная камера, 2 сим-карты уже не удивляют, но мне понравилось, что одна из них стандартная, карта памяти - отдельный слот. И все это за очень недорого.. Немного крупноват."
1009,5.0,"Пользуюсь им с апреля 2016 г. Вначале было недоверие после Samsung note 3. Но вскоре оно прошло. С точки зрения обычного пользователя ( без требований к параметрам, которые никогда не нужны) выполняет все, что необходимо, с хорошим качеством. Здесь, правда, нет как в топовых Samsung стилуса, но,... Читать полностью. Работает у меня уже полгода. При большой нагрузке зарядки хватает на пару дней. Если несколько дней подряд использую его как телефон, то на три-четыре дня.. Пока не заметил."
1010,5.0,"Море впечатлений каждый день, и в дороге, и в музыке, и в камере, и по связи. Про музыку подробнее, прикупил наушники MEIZU HD 50 и забыл про акустику домашнюю. Звук на высоте. Отдельный плюс за световой индикатор, очень выручает, в ручную настроил важные приложения. Где синий, где красный, где... Читать полностью. Не сравнено, топовое мощное железо примерно за 30к, это большой плюс. Качество сборки отличное этого телефона, все как полагается топовому телефону, описывать не буду подробно, все про него уже сказано. Камера подтверждаю, снимки отличные, как в дневное так и в темное время суток, другие мыльницы... Читать полностью. Из минусов одно, пришлось докупать все примочки: USB Type C, автомобильные зарядки, провода, переходники, кабель для OTG. Хотя это  к минусам то не отнесешь. А вот зарядки на день активного пользования хватает и все. Так как камера выступает за корпус, одел его в чехол. Вот и все."
1011,2.0,"Пожалел, что купил данный аппарат, мучился с ним полтора года, в итоге пришлось продать. Не рекомендую.. Хороший внешний вид, силиконовый бампер. На этом плюсы закончились.. Часто виснет, после каждого обновления системы отказывают различные функции, то плеер не работает, то фотокамера, бывало что и флешку не распозновал.После полугода использования плохо стал работать приёмный модуль"
1012,5.0,"брал специально для активного отдыха, квадро и мото покатушек, похода в лес.  пару легкий погружений и падений телефоно перенес без последствий. есть правда и нарекания маленькой при усановки некоторых приложений с гугл плея, для полной функциональной работы, приходиться перезагружать... Читать полностью. Герметичность, Громкий динамик. Хорошо держит зарядку,  Навигатор хороший.. Тяжеловатый... но я знал об этом когда покупал"
1013,5.0,За 2 года я привязался к нему.Берите только европейца .В комплекте была пленка и задний бампер все послужило 2 года .Купите к нему наушники Сони.. Экран хорош .Собран в Словакии.Пользуюсь 2 года.4джи летает .Приложения для iptv и стриминга на телек летают. 4 джи жрет батарею безбожно.Аккамулятор 4000 бы к нему .Добавить бы к нему вайфай ас формат.Наушники слабоваты.
1014,3.0,"Середнячок с высокой ценой. Качество сборки, неплохой звук. можно использовать под дождем.. Маленький акум, для меня минус экранные кнопки которые съедают часть экрана. Цена все же высокая, есть телефоны с такими же характеристиками железа и большим акумом с ценой в два раза ниже (у друга XIAOMI Redmi Note 3 Pro 32GB - просто восторг, времена прошивок с ""кривым"" русским прошли)"
1015,5.0,"Отличный смартфон!!. Большой экран, ,безупречная камера, хорошая раздача WI-FI ловит на большом расстоянии. Отлично подходит для звонков. Вмещает много приложений.Много плюсов  все их не перечислить.. нет 4G."
1016,5.0,"Отличный телефон,очень удобен,лежит в руке,качественная фронтальная камера. Стильный,удобное меню и вообще,супер телефон.. Минусов пока не было"
1017,4.0,"В общем телефон очень нравится! Для своей цены это отличный выбор!!!. Пользуюсь этим телефоном уже около 8 месяцев. Телефон в принципе нравится. Особой глючности не заметил. Из плюсов: 1) Хороший большой экран. Хорошо лежит в руке, иногда даже получатся управляться им одной рукой. Удобно помещается в боковой карман джинс.  2) В большинстве случаев... Читать полностью. 1) Когда покупал, я конечно знал, что телефон по железу слабоват, но в 2х случаях его совсем не хватает:  а) что бы установить масштабные обновления системы приходится стирать с телефона чуть ли не все данные и программы (данные и программы на microSD остаются). Все же 8 Гб это маловато.... Читать полностью"
1018,5.0,"Впечатления только положительные.Советую всем.Через мои руки прощло огромное кол-во смартфонов,этот пока лучший за свою цену.. Приобрел сей гаджет в августе 2016.Большой,красивый,фунциональный.Камера отличная.Быстрый.Поставил алюминиевй чехол,защитное стекло.Получился неубиваемый монстр.Класс.Батарея долгоиграющая.. Недостатков не обнаружено."
1019,4.0,"Неплохой телефон в данной ценовой гамме. Хорошая камера.неплохой корпус.. Слабый динамик,небольшая батарея и мало памяти"
1020,5.0,"только положительные эмоции. Быстрый, Красивый, Хороший звук, удобный. не обнаружил"
1021,5.0,"Пользуюсь данным аппаратом 5 месяцев и ни одного зависания не было.. Мощный аккумулятор, отличная производительность. 1,5 ГБ оперативной памяти могли бы сделать 2"
